lambda_A  lambda_rho  MSE  MSE-val  R^2-val  Sparsity
0.000100000000  0.000100000000  0.07673  0.08387  0.24531  6.94
0.000100000000  0.000074989421  0.07508  0.08263  0.25607  7.72
0.000100000000  0.000056234133  0.07331  0.08139  0.26709  9.17
0.000100000000  0.000042169650  0.07163  0.08037  0.27615  10.72
0.000100000000  0.000031622777  0.07011  0.07963  0.28253  12.63
0.000100000000  0.000023713737  0.06870  0.07916  0.28646  14.57
0.000100000000  0.000017782794  0.06744  0.07892  0.28815  16.37
0.000100000000  0.000013335214  0.06637  0.07887  0.28809  18.09
0.000100000000  0.000010000000  0.06548  0.07895  0.28689  19.53
0.000100000000  0.000007498942  0.06479  0.07910  0.28512  20.72
0.000100000000  0.000005623413  0.06427  0.07928  0.28320  21.68
0.000100000000  0.000004216965  0.06386  0.07945  0.28135  22.33
0.000100000000  0.000003162278  0.06356  0.07961  0.27969  22.84
0.000100000000  0.000002371374  0.06332  0.07976  0.27824  23.28
0.000100000000  0.000001778279  0.06310  0.07990  0.27672  23.59
0.000100000000  0.000001333521  0.06288  0.08006  0.27515  23.84
0.000100000000  0.000001000000  0.06269  0.08022  0.27353  24.01
0.000100000000  0.000000749894  0.06250  0.08038  0.27188  24.15
0.000100000000  0.000000562341  0.06233  0.08055  0.27022  24.26
0.000100000000  0.000000421697  0.06217  0.08072  0.26854  24.35
0.000100000000  0.000000316228  0.06202  0.08089  0.26687  24.40
0.000100000000  0.000000237137  0.06188  0.08106  0.26520  24.44
0.000100000000  0.000000177828  0.06175  0.08122  0.26355  24.47
0.000100000000  0.000000133352  0.06163  0.08139  0.26191  24.48
0.000100000000  0.000000100000  0.06152  0.08155  0.26029  24.50
0.000069519280  0.000100000000  0.07119  0.08045  0.27575  6.33
0.000069519280  0.000074989421  0.07104  0.08035  0.27646  7.08
0.000069519280  0.000056234133  0.07068  0.08015  0.27799  8.62
0.000069519280  0.000042169650  0.07021  0.07991  0.27991  10.67
0.000069519280  0.000031622777  0.06955  0.07962  0.28238  12.75
0.000069519280  0.000023713737  0.06844  0.07923  0.28559  14.61
0.000069519280  0.000017782794  0.06731  0.07901  0.28727  16.39
0.000069519280  0.000013335214  0.06629  0.07895  0.28732  18.03
0.000069519280  0.000010000000  0.06544  0.07902  0.28622  19.49
0.000069519280  0.000007498942  0.06475  0.07917  0.28450  20.68
0.000069519280  0.000005623413  0.06422  0.07935  0.28258  21.60
0.000069519280  0.000004216965  0.06382  0.07952  0.28073  22.30
0.000069519280  0.000003162278  0.06352  0.07967  0.27913  22.84
0.000069519280  0.000002371374  0.06328  0.07981  0.27768  23.27
0.000069519280  0.000001778279  0.06306  0.07996  0.27617  23.60
0.000069519280  0.000001333521  0.06285  0.08012  0.27459  23.85
0.000069519280  0.000001000000  0.06265  0.08028  0.27297  24.02
0.000069519280  0.000000749894  0.06246  0.08044  0.27133  24.16
0.000069519280  0.000000562341  0.06229  0.08061  0.26966  24.26
0.000069519280  0.000000421697  0.06213  0.08078  0.26799  24.34
0.000069519280  0.000000316228  0.06198  0.08094  0.26632  24.39
0.000069519280  0.000000237137  0.06185  0.08111  0.26465  24.43
0.000069519280  0.000000177828  0.06172  0.08128  0.26300  24.46
0.000069519280  0.000000133352  0.06160  0.08145  0.26136  24.48
0.000069519280  0.000000100000  0.06149  0.08161  0.25974  24.49
0.000048329302  0.000100000000  0.07102  0.08044  0.27583  6.10
0.000048329302  0.000074989421  0.07089  0.08034  0.27650  6.97
0.000048329302  0.000056234133  0.07054  0.08015  0.27796  8.57
0.000048329302  0.000042169650  0.07009  0.07992  0.27980  10.63
0.000048329302  0.000031622777  0.06948  0.07965  0.28204  12.71
0.000048329302  0.000023713737  0.06840  0.07928  0.28517  14.61
0.000048329302  0.000017782794  0.06729  0.07905  0.28683  16.40
0.000048329302  0.000013335214  0.06628  0.07899  0.28691  18.04
0.000048329302  0.000010000000  0.06543  0.07906  0.28584  19.50
0.000048329302  0.000007498942  0.06475  0.07921  0.28414  20.67
0.000048329302  0.000005623413  0.06422  0.07938  0.28223  21.60
0.000048329302  0.000004216965  0.06382  0.07955  0.28045  22.30
0.000048329302  0.000003162278  0.06351  0.07971  0.27880  22.82
0.000048329302  0.000002371374  0.06328  0.07985  0.27736  23.26
0.000048329302  0.000001778279  0.06305  0.07999  0.27585  23.59
0.000048329302  0.000001333521  0.06284  0.08015  0.27428  23.84
0.000048329302  0.000001000000  0.06264  0.08031  0.27267  24.05
0.000048329302  0.000000749894  0.06246  0.08047  0.27103  24.17
0.000048329302  0.000000562341  0.06229  0.08064  0.26937  24.26
0.000048329302  0.000000421697  0.06213  0.08080  0.26771  24.34
0.000048329302  0.000000316228  0.06198  0.08097  0.26604  24.40
0.000048329302  0.000000237137  0.06184  0.08114  0.26438  24.43
0.000048329302  0.000000177828  0.06171  0.08131  0.26273  24.47
0.000048329302  0.000000133352  0.06159  0.08147  0.26110  24.48
0.000048329302  0.000000100000  0.06148  0.08163  0.25948  24.49
0.000033598183  0.000100000000  0.07100  0.08044  0.27576  6.06
0.000033598183  0.000074989421  0.07087  0.08035  0.27642  6.95
0.000033598183  0.000056234133  0.07053  0.08016  0.27788  8.55
0.000033598183  0.000042169650  0.07007  0.07993  0.27971  10.63
0.000033598183  0.000031622777  0.06947  0.07966  0.28194  12.71
0.000033598183  0.000023713737  0.06840  0.07929  0.28502  14.61
0.000033598183  0.000017782794  0.06729  0.07906  0.28670  16.40
0.000033598183  0.000013335214  0.06628  0.07900  0.28681  18.04
0.000033598183  0.000010000000  0.06543  0.07907  0.28574  19.50
0.000033598183  0.000007498942  0.06475  0.07921  0.28405  20.67
0.000033598183  0.000005623413  0.06422  0.07939  0.28215  21.60
0.000033598183  0.000004216965  0.06381  0.07956  0.28031  22.30
0.000033598183  0.000003162278  0.06351  0.07971  0.27872  22.83
0.000033598183  0.000002371374  0.06328  0.07985  0.27729  23.25
0.000033598183  0.000001778279  0.06305  0.08000  0.27578  23.59
0.000033598183  0.000001333521  0.06284  0.08015  0.27421  23.84
0.000033598183  0.000001000000  0.06264  0.08031  0.27260  24.03
