lambda_A  lambda_rho  MSE  MSE-val  R^2-val  Sparsity
0.000100000000  0.000100000000  0.10045  0.09983  0.11298  0.51
0.000100000000  0.000074989421  0.09701  0.09733  0.13168  0.75
0.000100000000  0.000056234133  0.09317  0.09460  0.15385  1.13
0.000100000000  0.000042169650  0.08948  0.09188  0.17668  1.59
0.000100000000  0.000031622777  0.08614  0.08938  0.19826  2.16
0.000100000000  0.000023713737  0.08329  0.08721  0.21725  2.88
0.000100000000  0.000017782794  0.08087  0.08538  0.23338  3.68
0.000100000000  0.000013335214  0.07881  0.08383  0.24702  4.67
0.000100000000  0.000010000000  0.07695  0.08247  0.25889  5.82
0.000100000000  0.000007498942  0.07519  0.08126  0.26944  7.05
0.000100000000  0.000005623413  0.07351  0.08023  0.27836  8.55
0.000100000000  0.000004216965  0.07190  0.07940  0.28538  10.36
0.000100000000  0.000003162278  0.07037  0.07882  0.29018  12.35
0.000100000000  0.000002371374  0.06893  0.07846  0.29279  14.43
0.000100000000  0.000001778279  0.06762  0.07833  0.29337  16.36
0.000100000000  0.000001333521  0.06650  0.07836  0.29245  18.09
0.000100000000  0.000001000000  0.06559  0.07851  0.29059  19.50
0.000100000000  0.000000749894  0.06488  0.07871  0.28835  20.70
0.000100000000  0.000000562341  0.06433  0.07893  0.28603  21.62
0.000100000000  0.000000421697  0.06391  0.07913  0.28391  22.34
0.000100000000  0.000000316228  0.06361  0.07931  0.28210  22.90
0.000100000000  0.000000237137  0.06337  0.07946  0.28055  23.32
0.000100000000  0.000000177828  0.06314  0.07962  0.27893  23.63
0.000100000000  0.000000133352  0.06293  0.07979  0.27726  23.88
0.000100000000  0.000000100000  0.06273  0.07996  0.27556  24.04
0.000017782794  0.000100000000  0.09581  0.09543  0.15048  0.53
0.000017782794  0.000074989421  0.09480  0.09484  0.15436  0.75
0.000017782794  0.000056234133  0.09199  0.09310  0.16811  1.15
0.000017782794  0.000042169650  0.08874  0.09093  0.18598  1.64
0.000017782794  0.000031622777  0.08556  0.08870  0.20502  2.21
0.000017782794  0.000023713737  0.08280  0.08670  0.22222  2.93
0.000017782794  0.000017782794  0.08043  0.08498  0.23738  3.70
0.000017782794  0.000013335214  0.07853  0.08360  0.24935  4.71
0.000017782794  0.000010000000  0.07676  0.08234  0.26028  5.87
0.000017782794  0.000007498942  0.07502  0.08116  0.27046  7.10
